id,name,created_at,updated_at,street1,zip,city,state,metro_id,longitude,latitude,street2,zone_id,store_id,county,deleted_at,opening_hour,closing_hour,store_number,store_group,active,allows_pickup,is_envoy_only,service_area_id,sells_alcohol,tax_exempt
3763,Target - Fair Lakes,2018-02-09 15:13:30.267001,2019-05-06 20:32:48.187262,13047 Fair Lakes Shopping Ctr,22033,Fairfax,VA,122,-77.3927534,38.855371,NULL,1473,27,Fairfax County,NULL,8,23,1341,NULL,True,False,False,NULL,True,NULL
12627,CVS - W Main St,2019-01-23 16:01:12.243058,2019-02-07 04:01:31.985467,1938 West Main Street ,06902, Stamford,CT,215,-73.5624955,41.0484099,NULL,2265,60,Fairfield County,NULL,7,22,1987,NULL,True,False,False,NULL,False,NULL
12628,CVS - S Bedford Rd,2019-01-23 16:01:12.859713,2019-02-07 04:01:32.007935,10 S Bedford Rd,10549,Mount Kisco,NY,215,-73.7239728,41.1962682,NULL,2267,60,Westchester County,NULL,0,24,1997,NULL,True,False,False,NULL,False,NULL
12629,CVS - Columbus Ave,2019-01-23 16:01:13.516134,2019-02-07 04:01:32.027138,660 Columbus Ave,10594,Thornwood,NY,215,-73.7698952,41.1143991,NULL,2717,60,Westchester County,NULL,8,22,2047,NULL,True,False,False,NULL,False,NULL
12630,CVS - S Highland Ave,2019-01-23 16:01:14.090665,2019-02-07 04:01:32.047731,202 S Highland Ave,10562,Ossining,NY,215,-73.8616966,41.1452131,NULL,2717,60,Westchester County,NULL,0,24,2080,NULL,True,False,False,NULL,False,NULL
3145,Target- Humble,2017-12-19 14:24:00.332507,2018-01-19 19:54:16.539731,20777 Hwy 59 N,77338,Humble,TX,46,-95.2688226,30.0188503,NULL,1276,27,Harris County,2018-01-19 19:54:16.539731,NULL,NULL,NULL,NULL,False,NULL,False,NULL,False,NULL
4922,Kroger - Alcoa,2018-04-05 22:58:13.222096,2018-05-03 18:59:55.774192,244 S Hall Rd,37701,Alcoa,TN,148,-83.9710922,35.7640148,NULL,1628,2,Blount County,2018-05-03 18:59:55.774158,8,10,862,NULL,False,False,False,NULL,False,NULL
12631,CVS - 1239 E Putnam Ave,2019-01-23 16:01:14.586463,2019-02-07 04:01:32.067592,1239 E Putnam Ave,06878,Riverside,CT,215,-73.5780923,41.0425194,NULL,2265,60,Fairfield County,NULL,0,24,2210,NULL,True,False,False,NULL,False,NULL
12632,CVS - Canal St,2019-01-23 16:01:15.316256,2019-02-07 04:01:32.09207,537 Canal St,06902,Stamford,CT,215,-73.5343356,41.046669,NULL,2265,60,Fairfield County,NULL,7,22,2258,NULL,True,False,False,NULL,False,NULL
1605,HEB in Kingwood,2016-06-07 19:09:00.276154,2016-08-09 22:00:43.387729,4303 Kingwood Drive,77339,Kingwood,TX,46,-95.186538099999992823541106190532445908,30.049912800000001311673258896917104721,NULL,663,8,Harris County,2016-09-29 16:07:10.842285,6,24,578,NULL,True,NULL,False,NULL,False,NULL
12633,CVS - 375 White Plains Rd,2019-01-23 16:01:15.933916,2019-02-07 04:01:32.112676,375 White Plains Rd,10709,Eastchester,NY,215,-73.8142446,40.9541609,NULL,2266,60,Westchester County,NULL,8,22,2432,NULL,True,False,False,NULL,False,NULL
12634,CVS - 122 E Putnam Ave,2019-01-23 16:01:16.435401,2019-02-07 04:01:32.134567,122 E Putnam Ave,06807,Cos Cob,CT,215,-73.6009207,41.0375681,NULL,2715,60,Fairfield County,NULL,8,20,2475,NULL,True,False,False,NULL,False,NULL
12635,CVS - E Main St,2019-01-23 16:01:16.941822,2019-02-07 04:01:32.155396,7 E Main St,10523,Elmsford,NY,215,-73.8194012,41.0551718,NULL,2266,60,Westchester County,NULL,8,22,2579,NULL,True,False,False,NULL,False,NULL
4850,Target - Seattle Pike Plaza,2018-04-04 17:29:22.242993,2018-04-07 03:17:18.116411,1401 2nd Ave,98101,Seattle,WA,146,-122.3386296,47.6084547,NULL,1671,27,King County,2018-04-07 03:17:18.116376,NULL,NULL,2786,NULL,False,NULL,False,NULL,False,NULL
12636,CVS - Pleasantville Rd,2019-01-23 16:01:17.485481,2019-02-07 04:01:32.175339,1856 Pleasantville Rd,10510,Briarcliff Manor,NY,215,-73.8457428,41.1636072,NULL,2717,60,Westchester County,NULL,8,22,3067,NULL,True,False,False,NULL,False,NULL
12637,CVS - Forest St,2019-01-23 16:01:18.073212,2019-02-07 04:01:32.195306,11 Forest St,06901,Stamford,CT,215,-73.5373987,41.0568282,NULL,2265,60,Fairfield County,NULL,7,22,3719,NULL,True,False,False,NULL,False,NULL
12638,CVS - 601 N Broadway,2019-01-23 16:01:18.791975,2019-02-07 04:01:32.216432,601 N Broadway,10603,White Plains,NY,215,-73.7695964,41.0540936,NULL,2266,60,Westchester County,NULL,8,22,4609,NULL,True,False,False,NULL,False,NULL
9845,Safeway - Culpeper,2019-01-01 14:44:15.061342,2019-02-12 02:32:47.927989,309 South Gate Shopping Center,22701,Culpeper,VA,122,-78.0025918,38.4622465,NULL,2894,17,Culpeper County,NULL,NULL,NULL,1538,NULL,True,False,False,NULL,False,NULL
13867,CVS - 3000 S Texas Ave,2019-01-31 20:10:38.487886,2019-02-21 04:03:48.765161,3000 S Texas Ave,77802,Bryan,TX,89,-96.3530387,30.6432033,NULL,1142,60,Brazos County,NULL,7,24,6590,NULL,True,False,False,NULL,False,NULL
6043,Safeway- S. Sterling,2018-06-14 15:57:24.895853,2018-06-25 19:11:45.706138,22350 S Sterling Blvd,20164,Sterling,VA,122,-77.407719,38.9976371,NULL,1474,17,Loudoun County,2018-06-25 19:11:45.706118,6,24,1759,NULL,False,False,False,NULL,False,NULL
12639,CVS - Mamaroneck St,2019-01-23 16:01:19.216898,2019-02-07 04:01:32.240903,24 Mamaroneck St,10601,White Plains,NY,215,-73.7667697,41.03187,NULL,2266,60,Westchester County,NULL,8,22,4745,NULL,True,False,False,NULL,False,NULL
12640,CVS - 182 South Ridge St,2019-01-23 16:01:19.769793,2019-02-07 04:01:32.271283,182 South Ridge St,10573,Rye Brook,NY,215,-73.6817481,41.0018306,NULL,2715,60,Westchester County,NULL,8,22,5350,NULL,True,False,False,NULL,False,NULL
12641,CVS - 969 South Ridge St,2019-01-23 16:01:20.439985,2019-02-07 04:01:32.292688,969 High Ridge Rd,06905,Stamford,CT,215,-73.5477913,41.1046864,NULL,2265,60,Fairfield County,NULL,7,22,5881,NULL,True,False,False,NULL,False,NULL
12642,CVS - W Putnam Ave,2019-01-23 16:01:21.149818,2019-02-07 04:01:32.313028,644 W Putnam Ave,06830,Greenwich,CT,215,-73.6476422,41.0168923,NULL,2715,60,Fairfield County,NULL,0,24,6702,NULL,True,False,False,NULL,False,NULL
12643,CVS - Main St,2019-01-23 16:01:21.691972,2019-02-07 04:01:32.333594,450 Main St,10504,Armonk,NY,215,-73.712753,41.127538,NULL,2717,60,Westchester County,NULL,8,22,7032,NULL,True,False,False,NULL,False,NULL
10283,CVS - Wrightsboro Rd,2019-01-11 21:07:54.415594,2019-01-14 17:58:45.913219,3231 Wrightsboro Rd,30909,Augusta,GA,183,-82.065969,33.4698699,NULL,1973,60,Richmond County,2019-01-14 17:58:45.913189,NULL,NULL,4209,NULL,False,False,False,NULL,False,NULL
14396,Petco - W Green Oaks Blvd,2019-02-22 18:01:08.626525,2019-04-17 21:09:41.338234,4001 W Green Oaks Blvd,76016,Arlington,TX,48,-97.1942651,32.6827446,NULL,697,89,Tarrant County,NULL,9,21,2418,NULL,True,False,False,NULL,False,NULL
3481,Target - Chanhassen,2017-12-21 18:32:15.782833,2019-05-06 20:32:48.187262,851 W 78th St,55317,Chanhassen,MN,116,-93.5423339,44.8613592,NULL,1309,27,Carver County,NULL,8,22,862,NULL,True,False,False,NULL,True,NULL
3922,Target - Baton Rouge Siegen,2018-02-19 14:26:17.808682,2018-12-27 13:34:41.43581,6885 Siegen Ln,70809,Baton Rouge,LA,119,-91.0631608,30.3869954,NULL,1461,27,East Baton Rouge Parish,NULL,8,23,1369,NULL,True,False,False,NULL,False,NULL
6315,Target - Closter,2018-06-20 02:58:34.389715,2018-12-18 15:11:05.775628,29 Vervalen St,07624,Closter,NJ,205,-73.9574742,40.9713869,NULL,2166,27,Bergen County,NULL,8,22,3235,NULL,True,False,False,NULL,False,NULL
5806,Safeway - Highlands Ranch,2018-06-14 00:25:39.488188,2019-01-14 15:47:45.550575,9255 S Broadway,80129,Highlands Ranch,CO,150,-104.9942644,39.5477931,NULL,1757,17,Douglas County,NULL,5,24,1480,NULL,True,False,False,NULL,False,NULL
7447,Target - Culver City South,2018-08-28 15:10:10.324111,2018-11-29 16:34:54.523285,6000 Sepulveda Blvd,90230,Culver City,CA,278,-118.395087,33.9854088,NULL,2651,27,Los Angeles County,NULL,8,24,2632,NULL,True,False,False,NULL,True,NULL
6041,Safeway- Kingstowne,2018-06-14 15:57:23.608834,2018-06-25 19:11:22.381214,5980 Kingstowne Towne Ctr,22315,Alexandria,VA,122,-77.1413591,38.7699634,NULL,1478,17,,2018-06-25 19:11:22.381192,5,24,1847,NULL,False,False,False,NULL,False,NULL
6040,Safeway- Rose Hill,2018-06-14 15:57:23.110947,2018-06-25 19:11:14.886279,6130 Rose Hill Dr,22310,Alexandria,VA,122,-77.1223939,38.7841668,NULL,1478,17,Fairfax County,2018-06-25 19:11:14.886176,5,24,1285,NULL,False,False,False,NULL,False,NULL
6045,Safeway- Waldorf,2018-06-14 15:57:25.958985,2018-06-25 19:12:04.394401,10 King St,20602,Waldorf,MD,122,-76.9019551,38.6024638,NULL,1472,17,Charles County,2018-06-25 19:12:04.394387,5,24,105,NULL,False,False,False,NULL,False,NULL
6042,Safeway- Pidgeon Hill,2018-06-14 15:57:24.102181,2018-06-25 19:11:30.774706,30 Pidgeon Hill Dr,20165,Sterling,MD,122,-77.4113938,39.0391459,NULL,1474,17,Loudoun County,2018-06-25 19:11:30.774692,5,24,1084,NULL,False,False,False,NULL,False,NULL
9740,Safeway - Enchanted Lake Center,2018-12-10 21:45:19.270605,2019-02-07 09:01:07.491498,1060 Keolu Dr,96734,Kailua,HI,293,-157.7292782,21.3772472,NULL,2819,17,Honolulu County,NULL,0,24,205,NULL,True,False,False,NULL,False,NULL
6039,Safeway- University Blvd,2018-06-14 15:57:22.587361,2018-06-25 19:11:04.842019,116 University Blvd,20901,Silver Spring,MD,122,-77.0062683,39.0175275,NULL,1466,17,Montgomery County,2018-06-25 19:11:04.842005,5,24,4817,NULL,False,False,False,NULL,False,NULL
14509,Petco - Bay Area Blvd,2019-03-01 19:34:38.898369,2019-03-04 20:56:28.098416,2410 Bay Area Blvd,77058,Houston,TX,46,-95.1076267,29.5730619,NULL,1847,89,Harris County,2019-03-04 20:56:28.098389,9,21,463,NULL,False,False,False,NULL,False,NULL
13067,CVS - Prospect Ave,2019-01-23 20:09:29.919018,2019-03-05 06:09:17.080014,6300 Prospect Ave,64132,Kansas City,MO,121,-94.5572042,39.0120088,NULL,1388,60,Jackson County,NULL,8,21,8578,NULL,True,False,False,NULL,False,NULL
13072,CVS - Troost Ave,2019-01-23 20:09:33.157744,2019-03-05 06:09:17.176255,4531 Troost Ave,64110,Kansas City,MO,121,-94.5723567,39.0442547,NULL,1388,60,Jackson County,NULL,8,22,8583,NULL,True,False,False,NULL,False,NULL
11833,CVS - Worcester St,2019-01-17 22:14:41.805656,2019-02-07 04:01:18.596652,100 Worcester St,01536,North Grafton,MA,126,-71.6979253,42.2203218,NULL,1571,60,Worcester County,NULL,8,22,2172,NULL,True,False,False,NULL,False,NULL
11953,CVS - Riverview Dr,2019-01-18 19:12:32.276856,2019-02-07 04:01:21.198915,2 Riverview Dr,12542,Marlboro,NY,198,-73.9637994,41.615923,NULL,2361,60,Ulster County,NULL,8,22,7629,NULL,True,False,False,NULL,False,NULL
14298,CVS - 23151 Fulshear Gaston Rd,2019-02-11 21:02:10.064189,2019-02-21 04:03:55.144373,25151 Fulshear Gaston Rd,77406,Richmond,TX,46,-95.8135882,29.685206,NULL,1864,60,Fort Bend County,NULL,7,22,10752,NULL,True,False,False,NULL,False,NULL
11954,CVS - E Main St,2019-01-18 19:12:32.853856,2019-02-07 04:01:21.219075,245 East Main St,10940,Middletown,NY,198,-74.4086387,41.4466606,NULL,2358,60,Orange County,NULL,8,22,2361,NULL,True,False,False,NULL,False,NULL
13871,CVS - De Lee St,2019-01-31 20:10:41.082222,2019-02-18 17:38:04.36031,2300 De Lee St,77802,Bryan,TX,89,-96.3459146,30.6572888,NULL,1142,60,Brazos County,2019-02-18 17:38:04.360283,9,18,11154,NULL,False,False,False,NULL,False,NULL
14296,CVS - 11950 S Mason Rd,2019-02-11 21:02:09.247252,2019-02-21 13:27:02.178683,11950 S Mason Rd,77406,Richmond,TX,46,-95.7445872,29.627216,NULL,652,60,Fort Bend County,NULL,8,22,6896,NULL,True,False,False,NULL,False,NULL
13866,CVS - Oak St,2019-01-31 19:50:36.924687,2019-02-21 04:03:48.75175,825 Oak St,72032,Conway,AR,154,-92.4364103,35.0915186,NULL,1742,60,Faulkner County,NULL,0,24,10518,NULL,True,False,False,NULL,False,NULL
13869,CVS - Rock Prairie Rd,2019-01-31 20:10:39.569887,2019-02-21 04:03:48.792756,1800 Rock Prairie Rd,77845,College Station,TX,89,-96.2864793,30.5835006,NULL,1141,60,Brazos County,NULL,8,22,7826,NULL,True,False,False,NULL,False,NULL
13870,CVS - University Dr,2019-01-31 20:10:40.293795,2019-02-21 04:03:48.806658,717 University Dr,77840,College Station,TX,89,-96.3429644,30.6214085,NULL,1141,60,Brazos County,NULL,7,24,10352,NULL,True,False,False,NULL,False,NULL
14165,CVS - 10515 Fry Rd,2019-02-11 21:01:03.543241,2019-02-21 04:03:53.039466,10515 Fry Rd,77433,Cypress,TX,46,-95.7240999,29.9395676,NULL,638,60,Harris County,NULL,8,22,10602,NULL,True,False,False,NULL,False,NULL
14299,CVS - Ave I,2019-02-11 21:02:10.526228,2019-02-21 04:03:55.157572,5305 Ave I,77471,Rosenberg,TX,46,-95.7729142,29.55877,NULL,1863,60,Fort Bend County,NULL,7,22,5972,NULL,True,False,False,NULL,False,NULL
14297,CVS - 10420 FM 1464,2019-02-11 21:02:09.67456,2019-02-21 04:03:55.125108,10420 FM 1464,77407,Richmond,TX,46,-95.6869282,29.6619126,NULL,652,60,Fort Bend County,NULL,8,22,10671,NULL,True,False,False,NULL,False,NULL
9950,CVS - Stone Mountain Hwy,2019-01-11 20:35:04.886972,2019-02-05 04:00:19.78581,4860 Stone Mountain Hwy,30047,Lilburn,GA,11,-84.0964271,33.8261655,NULL,1127,60,Gwinnett County,NULL,8,22,4618,NULL,True,False,False,NULL,False,NULL
10320,CVS - Harborview Rd,2019-01-14 15:00:41.697471,2019-02-05 04:00:25.778076,983 Harborview Rd,29412,Charleston,SC,35,-79.9355659,32.7416497,NULL,904,60,Charleston County,NULL,8,22,483,NULL,True,False,False,NULL,False,NULL
11955,CVS - South Rd,2019-01-18 19:12:33.453551,2019-02-07 04:01:21.239836,2503 South Rd,12601,Poughkeepsie,NY,198,-73.9312978,41.6586956,NULL,2359,60,Dutchess County,NULL,8,22,418,NULL,True,False,False,NULL,False,NULL
11956,CVS - Brotherhood Plaza,2019-01-18 19:12:33.977471,2019-02-07 04:01:21.268745,30 Brotherhood Plaza,10992,Washingtonville,NY,198,-74.1632873,41.429531,NULL,2361,60,Orange County,NULL,8,22,5050,NULL,True,False,False,NULL,False,NULL
11957,CVS - Route 211 E,2019-01-18 19:12:34.428451,2019-02-07 04:01:21.289389,399 Route 211 E,10940,Middletown,NY,198,-74.3939448,41.4564982,NULL,2358,60,Orange County,NULL,8,22,10009,NULL,True,False,False,NULL,False,NULL
11958,CVS - Route 17M,2019-01-18 19:12:34.951349,2019-02-07 04:01:21.309656,488 Route 17M,10950,Monroe,NY,198,-74.175878,41.3192062,NULL,2360,60,Orange County,NULL,8,22,2908,NULL,True,False,False,NULL,False,NULL
11959,CVS - Quaker Ave,2019-01-18 19:12:35.478656,2019-02-07 04:01:21.336553,65 Quaker Ave,12518,Cornwall,NY,198,-74.0404042,41.4333741,NULL,2361,60,Orange County,NULL,8,22,5053,NULL,True,False,False,NULL,False,NULL
14300,CVS - Reading Rd,2019-02-11 21:02:10.992532,2019-02-21 04:03:55.170838,6750 Reading Rd,77469,Rosenberg,TX,46,-95.7524467,29.5400767,NULL,1863,60,Fort Bend County,NULL,7,22,10637,NULL,True,False,False,NULL,False,NULL
14301,CVS - 13802 Hwy 6,2019-02-11 21:02:11.410228,2019-02-21 04:03:55.184981,13802 Hwy 6,77517,Santa Fe,TX,46,-95.1126491,29.3816469,NULL,1361,60,Galveston County,NULL,7,22,3234,NULL,True,False,False,NULL,False,NULL
14302,CVS - Seabrook ,2019-02-11 21:02:11.841926,2019-02-21 15:01:07.075286,2242 Repsdorph Road ,77586,Seabrook,TX,46,-95.0320742,29.577903,NULL,1855,60,Harris County,NULL,8,22,7465,NULL,True,False,False,NULL,False,NULL
12879,CVS - 6488 N Oracle Rd,2019-01-23 16:54:09.310159,2019-02-28 07:00:47.521979,6488 N Oracle Rd,85704,Tucson,AZ,141,-110.974381,32.3242311,NULL,1808,60,Pima County,NULL,8,22,9211,NULL,True,False,False,NULL,False,NULL
14348,Petco - Kyle,2019-02-21 20:38:07.292393,2019-04-17 21:09:40.648598,5100 Kyle Center Dr,78640,Kyle,TX,47,-97.8656129,30.0120858,NULL,936,89,Hays County,NULL,9,21,2402,NULL,True,False,False,NULL,False,NULL
14350,Petco - Cedar Park,2019-02-21 20:38:08.32758,2019-04-17 21:09:40.678201,5001 Highway 183a Toll,78613,Cedar Park,TX,47,-97.8184639,30.5336944,NULL,702,89,Williamson County,NULL,9,21,2458,NULL,True,False,False,NULL,False,NULL
14395,Petco - 2733 N Collins St,2019-02-22 18:01:08.082333,2019-04-17 21:09:41.325917,2733 N Collins St,76006,Arlington,TX,48,-97.094979,32.7826619,NULL,694,89,Tarrant County,NULL,9,21,2416,NULL,True,False,False,NULL,False,NULL
12644,CVS - S Broadway,2019-01-23 16:01:22.199732,2019-02-07 04:01:32.358484,350 S Broadway,10591,Tarrytown,NY,215,-73.861111,41.0645819,NULL,2266,60,Westchester County,NULL,7,23,7130,NULL,True,False,False,NULL,False,NULL
4369,Target - Hammond,2018-03-09 20:22:16.38417,2018-11-29 16:34:46.413198,2030 Hammond Square Dr,70403,Hammond,LA,139,-90.4617997,30.4807283,NULL,1552,27,Tangipahoa Parish,NULL,8,22,2531,NULL,True,False,False,NULL,False,NULL
4368,Target - Houma,2018-03-09 20:19:32.467821,2018-11-29 16:34:46.424676,1727 Martin Luther King Jr Blvd,70360,Houma,LA,138,-90.7572915,29.6106378,NULL,1905,27,Terrebonne Parish,NULL,8,22,1450,NULL,True,False,False,NULL,False,NULL
4273,Target - Vancouver NW,2018-03-01 14:40:20.099802,2018-11-29 16:34:48.454765,8801 NE Hazel Dell Ave,98665,Vancouver,WA,136,-122.6682974,45.6859576,NULL,1717,27,Clark County,NULL,7,22,1883,NULL,True,False,False,NULL,False,NULL
4272,Target - Vancouver East,2018-03-01 14:39:36.969343,2018-11-29 16:34:48.466924,16200 SE Mill Plain Blvd,98684,Vancouver,WA,136,-122.505986,45.6169707,NULL,1718,27,Clark County,NULL,7,22,1444,NULL,True,False,False,NULL,False,NULL
3819,Safeway- New Hampshire,2018-02-15 21:06:12.198189,2018-03-20 16:13:36.355572,15411 New Hampshire Ave,20905,Silver Spring,MD,122,-76.9961311,39.1083725,NULL,1503,17,Montgomery County,2018-03-20 16:13:36.355572,5,24,1565,NULL,False,False,False,NULL,False,NULL
3826,Safeway- Gaithersburg,2018-02-15 21:12:15.091209,2018-03-20 16:13:36.501627,20211 Goshen Rd,20879,Gaithersburg,MD,122,-77.1851559,39.1884584,NULL,1483,17,Montgomery County,2018-03-20 16:13:36.501627,5,24,1620,NULL,False,False,False,NULL,False,NULL
4271,Target - Vancouver,2018-03-01 14:38:08.989029,2018-11-29 16:34:48.478233,7809C NE Vancouver Plaza Dri,98662,Vancouver,WA,136,-122.592239,45.6482535,NULL,1717,27,Clark County,NULL,8,22,343,NULL,True,False,False,NULL,False,NULL
4436,Albertsons- Silverado Ranch,2018-03-19 16:54:10.830125,2018-03-30 16:34:50.369393,9725 S Maryland Pkwy,89183,Las Vegas,NV,145,-115.1382518,36.0122018,NULL,1600,31,Clark County,2018-03-30 16:34:50.369371,5,1,4006,NULL,False,False,False,NULL,False,NULL
4560,QFC - Coal Creek,2018-03-22 22:57:34.721049,2018-03-23 13:44:37.359764,6940 Coal Creek Pkwy SE,98059,Newcastle,WA,146,-122.1648622,47.5388323,NULL,1633,40,King County,2018-03-23 13:44:37.35972,8,22,NULL,NULL,False,False,False,NULL,False,NULL
4053,Winn-Dixie - 53rd Ave.,2018-02-19 17:32:28.934367,2018-03-20 14:20:29.283865,3500 53RD AVE. WEST,34210,BRADENTON,FL,14,-82.597656,27.4463849,NULL,194,26,Manatee County,2018-03-20 14:20:29.283831,8,22,660,NULL,False,False,False,NULL,False,NULL
3810,Safeway- Arlington Blvd,2018-02-15 21:01:28.283263,2018-03-20 16:13:37.192265,6118 Arlington Blvd,22044,Falls Church,VA,122,-77.1439213,38.8692964,NULL,1467,17,Fairfax County,2018-03-20 16:13:37.192265,5,24,2883,NULL,False,False,False,NULL,False,NULL
12645,CVS - Connecticut Ave,2019-01-23 16:01:22.714386,2019-02-07 04:01:32.380466,281 Connecticut Ave,06854,Norwalk,CT,215,-73.4349146,41.1024335,NULL,2265,60,Fairfield County,NULL,0,24,7856,NULL,True,False,False,NULL,False,NULL
13036,CVS - Johnson Dr,2019-01-23 20:09:12.703353,2019-03-05 06:09:16.532833,6300 Johnson Dr,66202,Mission,KS,121,-94.658882,39.0227117,NULL,1388,60,Johnson County,NULL,7,24,5272,NULL,True,False,False,NULL,False,NULL
11819,CVS - 74 E Main St,2019-01-17 22:14:33.486109,2019-02-07 04:01:18.309744,74 E Main St,01581,Westborough,MA,126,-71.6101798,42.2751665,NULL,1570,60,Worcester County,NULL,7,22,444,NULL,True,False,False,NULL,False,NULL
11860,CVS - S Potter St,2019-01-18 00:17:08.56903,2019-02-07 04:01:19.177681,127 S Potter St,16823,Bellefonte,PA,283,-77.7826207,40.9106676,NULL,2581,60,Centre County,NULL,8,21,1684,NULL,True,False,False,NULL,False,NULL
11861,CVS - S Atherton St,2019-01-18 00:17:09.101739,2019-02-07 04:01:19.198013,1630 S Atherton St,16801,State College,PA,283,-77.8358794,40.784647,NULL,2581,60,Centre County,NULL,8,22,1688,NULL,True,False,False,NULL,False,NULL
4275,Target - Springfield,2018-03-01 15:53:47.893961,2019-05-06 20:32:48.187262,2750 Gateway St,97477,Springfield,OR,137,-123.0458915,44.0713809,NULL,1709,27,Lane County,NULL,8,22,612,NULL,True,False,False,NULL,True,NULL
12646,CVS - Halstead Ave,2019-01-23 16:01:23.376475,2019-02-07 04:01:32.399966,270 Halstead Ave,10528,Harrison,NY,215,-73.7134445,40.9688737,NULL,2715,60,Westchester County,NULL,7,22,8317,NULL,True,False,False,NULL,False,NULL
12647,CVS - Tarrytown Rd,2019-01-23 16:01:23.883309,2019-02-07 04:01:32.420709,20 Tarrytown Rd,10607,White Plains,NY,215,-73.7804204,41.0377906,NULL,2266,60,Westchester County,NULL,7,23,10503,NULL,True,False,False,NULL,False,NULL
12648,CVS - Katonah Ave,2019-01-23 16:01:24.481887,2019-02-07 04:01:32.440093,294 Katonah Ave,10536,Katonah,NY,215,-73.6831211,41.2547697,NULL,2267,60,Westchester County,NULL,8,20,10652,NULL,True,False,False,NULL,False,NULL
14166,CVS - Cumberland Ridge Dr,2019-02-11 21:01:04.069582,2019-02-21 04:03:53.054914,22125 Cumberland Ridge Dr,77433,Cypress,TX,46,-95.7679423,30.0146041,NULL,1860,60,Harris County,NULL,8,22,10906,NULL,True,False,False,NULL,False,NULL
12649,CVS - Wilmot Rd,2019-01-23 16:01:25.059223,2019-02-07 04:01:32.460049,1064 Wilmot Rd,10583,Scarsdale,NY,215,-73.7776168,40.9842831,NULL,2266,60,Westchester County,NULL,7,22,10689,NULL,True,False,False,NULL,False,NULL
12678,CVS - Palmyra Township,2019-01-23 16:42:33.365709,2019-02-07 04:01:32.480021,590 Palmyra Township,18428,Hawley,PA,189,-75.1828999,41.4756535,NULL,2199,60,Wayne County,NULL,8,21,53,NULL,True,False,False,NULL,False,NULL
12679,CVS - 1008 S Main St,2019-01-23 16:42:33.894234,2019-02-07 04:01:32.501092,1008 S Main St,18504,Scranton,PA,189,-75.6873977,41.4016454,NULL,2551,60,Lackawanna County,NULL,8,21,558,NULL,True,False,False,NULL,False,NULL
14303,CVS - FM 2920,2019-02-11 21:02:12.248037,2019-02-21 04:03:55.212899,3850 FM 2920,77388,Spring,TX,46,-95.4771667,30.0712184,NULL,660,60,Harris County,NULL,8,24,19,NULL,True,False,False,NULL,False,NULL
12680,CVS - 101 S Main St,2019-01-23 16:42:34.468813,2019-02-07 04:01:32.521102,101 S Main St,18518,Old Forge,PA,189,-75.7356037,41.3710993,NULL,2551,60,Lackawanna County,NULL,8,22,1188,NULL,True,False,False,NULL,False,NULL
13042,CVS - Brookside Blvd,2019-01-23 20:09:16.660787,2019-03-05 06:09:16.647616,6244 Brookside Blvd,64113,Kansas City,MO,121,-94.5916663,39.0143593,NULL,1388,60,Jackson County,NULL,0,24,5663,NULL,True,False,False,NULL,False,NULL
12681,CVS - N Church St,2019-01-23 16:42:35.037467,2019-02-07 04:01:32.541368,1185 N Church St,18202,Hazle Township,PA,189,-75.9794784,40.9804183,NULL,2140,60,Luzerne County,NULL,8,22,1572,NULL,True,False,False,NULL,False,NULL
12886,CVS - N Alvernon,2019-01-23 17:14:27.264738,2019-02-28 07:00:48.111297,615 N. Alvernon,85711,Tucson,AZ,141,-110.9103348,32.2293351,NULL,1803,60,Pima County,NULL,7,21,9274,NULL,True,False,False,NULL,False,NULL
4265,Target - Tanasbourne,2018-03-01 14:21:19.140935,2019-05-06 20:32:48.187262,18101 NW Evergreen Pkwy,97006,Beaverton,OR,136,-122.8643345,45.5394315,NULL,1713,27,Washington County,NULL,7,23,910,NULL,True,False,False,NULL,True,NULL
10394,CVS - N. Broome St,2019-01-14 15:03:00.330331,2019-02-05 04:00:27.003169,1142 N. Broome St,28173,Waxhaw,NC,13,-80.7479627,34.9338826,NULL,1397,60,Union County,NULL,8,21,5341,NULL,True,False,False,NULL,False,NULL
14347,Petco - Pflugerville,2019-02-21 20:38:06.754907,2019-04-17 21:09:40.628173,19000 Limestone Commercial Dr,78660,Pflugerville,TX,47,-97.5970211,30.471885,NULL,2912,89,Travis County,NULL,9,21,1498,NULL,True,False,False,NULL,False,NULL
14349,Petco - Bee Caves Rd,2019-02-21 20:38:07.818339,2019-04-17 21:09:40.662985,3201 Bee Caves Rd,78746,Austin,TX,47,-97.8002235,30.2730375,NULL,665,89,Travis County,NULL,9,21,2404,NULL,True,False,False,NULL,False,NULL
2696,Dierbergs - Arnold Commons,2017-07-14 16:50:38.767765,2019-05-07 03:34:28.590957,860 Arnold Commons Drive,63010,Arnold,MO,96,-90.382659199999991983531799633055925369,38.437204000000001258285919902846217155,NULL,1416,23,Jefferson County,NULL,6,23,7,NULL,True,False,False,NULL,True,NULL
2697,Dierbergs - 94 Crossing,2017-07-14 16:50:41.145402,2019-05-07 03:34:28.590957,6211 Mid Rivers Mall Drive,66304,Saint Peters,MO,96,-90.637011000000001104126567952334880829,38.740690000000000736690708436071872711,NULL,1225,23,St. Charles County,NULL,6,23,16,NULL,True,False,False,NULL,True,NULL
